backend_name,calibration_age_seconds,calibration_snapshot_id,confidence_interval_width,correlation_error,energy_error_vs_exact,energy_error_vs_ideal_qaoa,energy_gap_to_second_lowest,exact_feasible_energy,experiment,frustration_index,h,ideal_energy,ideal_magnetization,ideal_nn_correlation,ideal_nnn_correlation,ideal_phase_label,initial_layout_policy,j1,j2,j2_ratio,layout_distance_score,magnetization_error,mitigation_instability,mitigation_policy,mitigation_shift,n_spins,noise_scale,observed_energy,observed_magnetization,observed_nn_correlation,observed_nnn_correlation,observed_phase_label,p_layers,phase_label_changed,problem_id,quantum_decision,queue_delay_seconds,rejection_reason,routing_inflation,routing_method,runtime_seconds,sample_variance,seed,session_duration_seconds,session_policy,shots,source_circuit_depth,structure_factor_error,swap_count,topology_model,transpiled_circuit_depth,transpiler_optimization_level,two_qubit_gate_count,valid_ratio
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.22679596241430003,0.39876121246843044,6.98828125,2.791328487279013,4.0,-7.0,frustration_axis_aer,0.0,0.0,-2.803047237279013,3.895241992244765e-33,-0.4004353196112876,0.13435373749372256,nearest_neighbor_antiferromagnetic,scattered,1.0,0.0,0.0,1.4,0.024576822916666664,,none,,6,1.0,-0.01171875,-0.024576822916666664,-0.0016741071428571421,-0.015380859375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.14906525611877441,6.8553314208984375,910,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.3232421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2217561780537722,0.38212990235930394,6.974609375,2.6749093165151274,4.0,-7.0,frustration_axis_aer,0.0,0.0,-2.7002999415151274,1.6684742670129318e-32,-0.3857571345021611,0.11361067433243155,nearest_neighbor_antiferromagnetic,scattered,1.0,0.0,0.0,1.4,0.028971354166666668,,none,,6,1.0,-0.025390625,-0.028971354166666668,-0.0036272321428571404,-0.00537109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.10338616371154785,6.554042816162109,911,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.302734375
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.22962354882367858,0.42373397816737046,6.9970703125,2.9661378471715936,4.0,-7.0,frustration_axis_aer,0.0,0.0,-2.9690675346715936,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,0.0,0.0,1.4,0.007324218749999995,,none,,6,1.0,-0.0029296875,-0.007324218749999995,-0.00041852678571428683,0.0029296875,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,35.44444444444444,sabre,0.1110992431640625,7.027335166931152,912,1.0,single_session,2048,18,,0,forked_heavy_hex,638,1,208,0.31689453125
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.22803609769315034,0.39764514103985904,6.57421875,2.7235244922815247,3.5999999999999996,-6.6,frustration_axis_aer,1.0,0.0,-2.7493057422815244,3.895241992244765e-33,-0.4004353196112876,0.13435373749372256,nearest_neighbor_antiferromagnetic,scattered,1.0,0.1,0.1,1.4,0.025390624999999997,,none,,6,1.0,-0.02578124999999985,-0.025390624999999997,-0.00279017857142857,-0.015625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10285186767578125,6.930507202148439,910,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.3232421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.22258141244808416,0.38212990235930394,6.5724609375,2.627316609282155,3.5999999999999996,-6.6,frustration_axis_aer,1.0,0.0,-2.6548556717821548,1.6684742670129318e-32,-0.3857571345021611,0.11361067433243155,nearest_neighbor_antiferromagnetic,scattered,1.0,0.1,0.1,1.4,0.028971354166666668,,none,,6,1.0,-0.027539062499999822,-0.028971354166666668,-0.0036272321428571404,-0.00537109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.1039879322052002,6.6029134750366225,911,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.302734375
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.23025545816004492,0.42317594245308476,6.5947265625,2.909700657710586,3.5999999999999996,-6.6,frustration_axis_aer,1.0,0.0,-2.9149740952105856,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,0.1,0.1,1.4,0.007975260416666663,,none,,6,1.0,-0.005273437499999787,-0.007975260416666663,-0.0009765625000000017,0.00390625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10364198684692383,7.0660659408569355,912,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.31982421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.23043815848078228,0.3984821946112876,6.173828125000002,2.669392372284036,3.200000000000001,-6.200000000000001,frustration_axis_aer,1.0,0.0,-2.6955642472840355,3.895241992244765e-33,-0.4004353196112876,0.13435373749372256,nearest_neighbor_antiferromagnetic,scattered,1.0,0.2,0.2,1.4,0.025390624999999997,,none,,6,1.0,-0.026171874999999532,-0.025390624999999997,-0.0019531249999999991,-0.015625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,35.55555555555556,sabre,0.11221098899841309,7.077283782958984,910,1.0,single_session,2048,18,,0,forked_heavy_hex,640,1,208,0.32421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2246883964085637,0.38296695593073254,6.176562500000002,2.585973902049183,3.200000000000001,-6.200000000000001,frustration_axis_aer,1.0,0.0,-2.6094114020491825,1.6684742670129318e-32,-0.3857571345021611,0.11361067433243155,nearest_neighbor_antiferromagnetic,scattered,1.0,0.2,0.2,1.4,0.02734375,,none,,6,1.0,-0.023437499999999507,-0.02734375,-0.0027901785714285698,-0.0048828125,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,35.55555555555556,sabre,0.11183404922485352,6.72851318359375,911,1.0,single_session,2048,18,,0,forked_heavy_hex,640,1,208,0.302734375
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.23205362937996032,0.42317594245308476,6.196289062500002,2.8571697182495788,3.200000000000001,-6.200000000000001,frustration_axis_aer,1.0,0.0,-2.860880655749578,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,0.2,0.2,1.4,0.007975260416666663,,none,,6,1.0,-0.0037109374999994968,-0.007975260416666663,-0.0009765625000000017,0.00390625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.1049489974975586,7.1768612289428715,912,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.31982421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.23357221741548198,0.39876121246843044,5.769824218749998,2.6116469710365458,2.799999999999999,-5.799999999999999,frustration_axis_aer,1.0,0.0,-2.6418227522865463,3.895241992244765e-33,-0.4004353196112876,0.13435373749372256,nearest_neighbor_antiferromagnetic,scattered,1.0,0.3,0.3,1.4,0.024576822916666664,,none,,6,1.0,-0.030175781250000405,-0.024576822916666664,-0.0016741071428571421,-0.015380859375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.10390663146972656,7.2711011409759525,910,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.3232421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.22779836076250218,0.3801010415985728,5.779980468749999,2.5504911688700216,2.799999999999999,-5.799999999999999,frustration_axis_aer,1.0,0.0,-2.570510700120022,3.8524575418461146e-33,-0.3823331844557156,0.08818465922498953,nearest_neighbor_antiferromagnetic,scattered,1.0,0.3,0.3,1.4,0.028483072916666668,,none,,6,1.0,-0.02001953125000044,-0.028483072916666668,-0.002232142857142855,-0.003662109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10390090942382812,6.91606406211853,911,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.3056640625
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2351153733908057,0.42317594245308476,5.797851562499998,2.8046387787885694,2.799999999999999,-5.799999999999999,frustration_axis_aer,1.0,0.0,-2.8067872162885696,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,0.3,0.3,1.4,0.007975260416666663,,none,,6,1.0,-0.0021484375000004417,-0.007975260416666663,-0.0009765625000000017,0.00390625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10245919227600098,7.3674953842163085,912,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.31982421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.23834818369331617,0.39876121246843044,5.3636718750000005,2.5517531322890568,2.4000000000000004,-5.4,frustration_axis_aer,1.0,0.0,-2.588081257289057,3.895241992244765e-33,-0.4004353196112876,0.13435373749372256,nearest_neighbor_antiferromagnetic,scattered,1.0,0.4,0.4,1.4,0.024576822916666664,,none,,6,1.0,-0.03632812500000011,-0.024576822916666664,-0.0016741071428571421,-0.015380859375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.10427379608154297,7.571492767333983,910,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.3232421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2324610954457206,0.3806590773128585,5.383984375,2.5192212114300263,2.4000000000000004,-5.4,frustration_axis_aer,1.0,0.0,-2.5352368364300264,3.8524575418461146e-33,-0.3823331844557156,0.08818465922498953,nearest_neighbor_antiferromagnetic,scattered,1.0,0.4,0.4,1.4,0.028483072916666668,,none,,6,1.0,-0.016015625000000127,-0.028483072916666668,-0.0016741071428571408,-0.002685546875,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.10376715660095215,7.202087249755858,911,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.30615234375
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.23939711569671476,0.4233154513816562,5.4,2.752693776827562,2.4000000000000004,-5.4,frustration_axis_aer,1.0,0.0,-2.752693776827562,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,0.4,0.4,1.4,0.007975260416666663,,none,,6,1.0,-1.6393136847980827e-16,-0.007975260416666663,-0.0008370535714285728,0.003662109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.10336613655090332,7.638281249999999,912,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.31982421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2448793483725819,0.3984821946112876,4.955078125,2.489417887291568,2.0,-5.0,frustration_axis_aer,1.0,0.0,-2.534339762291568,3.895241992244765e-33,-0.4004353196112876,0.13435373749372256,nearest_neighbor_antiferromagnetic,scattered,1.0,0.5,0.5,1.4,0.025390624999999997,,none,,6,1.0,-0.044921875,-0.025390624999999997,-0.0019531249999999991,-0.015625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,35.55555555555556,sabre,0.11270618438720703,7.992122650146484,910,1.0,single_session,2048,18,,0,forked_heavy_hex,640,1,208,0.32421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.23788279072149657,0.3801010415985728,4.97705078125,2.4770137539900303,2.0,-5.0,frustration_axis_aer,1.0,0.0,-2.4999629727400303,3.8524575418461146e-33,-0.3823331844557156,0.08818465922498953,nearest_neighbor_antiferromagnetic,scattered,1.0,0.5,0.5,1.4,0.028483072916666668,,none,,6,1.0,-0.02294921875,-0.028483072916666668,-0.002232142857142855,-0.003662109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10478997230529785,7.541953802108765,911,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.3056640625
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.24482047626448375,0.42317594245308476,5.0009765625,2.699576899866554,2.0,-5.0,frustration_axis_aer,1.0,0.0,-2.698600337366554,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,0.5,0.5,1.4,0.007975260416666663,,none,,6,1.0,0.0009765625,-0.007975260416666663,-0.0009765625000000017,0.00390625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10341715812683105,7.988280296325684,912,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.31982421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2514263624341179,0.39764514103985904,4.54296875,2.4235670172940793,1.5999999999999996,-4.6,frustration_axis_aer,1.0,0.0,-2.4805982672940794,3.895241992244765e-33,-0.4004353196112876,0.13435373749372256,nearest_neighbor_antiferromagnetic,scattered,1.0,0.6,0.6,1.4,0.025390624999999997,,none,,6,1.0,-0.05703125000000002,-0.025390624999999997,-0.00279017857142857,-0.015625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10413503646850586,8.425184936523438,910,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.3232421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.24449748659865442,0.3801010415985728,4.5755859375,2.4402750465500347,1.5999999999999996,-4.6,frustration_axis_aer,1.0,0.0,-2.4646891090500347,3.8524575418461146e-33,-0.3823331844557156,0.08818465922498953,nearest_neighbor_antiferromagnetic,scattered,1.0,0.6,0.6,1.4,0.028483072916666668,,none,,6,1.0,-0.02441406250000003,-0.028483072916666668,-0.002232142857142855,-0.003662109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10332894325256348,7.967216453552246,911,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.3056640625
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2512157669599689,0.42373397816737046,4.6041015624999995,2.648608460405546,1.5999999999999996,-4.6,frustration_axis_aer,1.0,0.0,-2.644506897905546,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,0.6,0.6,1.4,0.007324218749999995,,none,,6,1.0,0.004101562500000014,-0.007324218749999995,-0.00041852678571428683,0.0029296875,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,35.44444444444444,sabre,0.11261272430419922,8.411076927185059,912,1.0,single_session,2048,18,,0,forked_heavy_hex,638,1,208,0.31689453125
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.25913168919089896,0.3747554123208571,4.132324218750001,2.375349754113479,1.200000000000001,-4.200000000000001,frustration_axis_aer,1.0,0.0,-2.443025535363479,-9.265211833168095e-34,-0.3767085373208571,0.06926222352947185,nearest_neighbor_antiferromagnetic,scattered,1.0,0.7,0.7,1.4,0.021321614583333336,,none,,6,1.0,-0.0676757812499999,-0.021321614583333336,-0.0019531249999999974,-0.019287109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,35.55555555555556,sabre,0.11168599128723145,8.949502019882205,910,1.0,single_session,2048,18,,0,forked_heavy_hex,640,1,208,0.32373046875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2522284284130081,0.3806590773128585,4.180761718750001,2.4101769641100397,1.200000000000001,-4.200000000000001,frustration_axis_aer,1.0,0.0,-2.4294152453600395,3.8524575418461146e-33,-0.3823331844557156,0.08818465922498953,nearest_neighbor_antiferromagnetic,scattered,1.0,0.7,0.7,1.4,0.028483072916666668,,none,,6,1.0,-0.019238281249999878,-0.028483072916666668,-0.0016741071428571408,-0.002685546875,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.10379695892333984,8.47902441978455,911,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.30615234375
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.25882630545117347,0.42317594245308476,4.204101562500001,2.5945150209445393,1.200000000000001,-4.200000000000001,frustration_axis_aer,1.0,0.0,-2.590413458444539,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,0.7,0.7,1.4,0.007975260416666663,,none,,6,1.0,0.00410156250000011,-0.007975260416666663,-0.0009765625000000017,0.00390625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10376286506652832,8.928420677185063,912,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.31982421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2681129985897705,0.3433307810872543,3.719921874999999,2.3465981096329305,0.7999999999999989,-3.799999999999999,frustration_axis_aer,1.0,0.0,-2.4266762346329305,2.0751913956747771e-32,-0.34584194180154,-0.0018070756319222324,nearest_neighbor_antiferromagnetic,scattered,1.0,0.8,0.8,1.4,0.0205078125,,none,,6,1.0,-0.08007812500000007,-0.0205078125,-0.002511160714285716,-0.01953125,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,35.55555555555556,sabre,0.11167597770690918,9.580618743896482,910,1.0,single_session,2048,18,,0,forked_heavy_hex,640,1,208,0.32470703125
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2604728149426393,0.3801010415985728,3.772656249999999,2.3667976316700425,0.7999999999999989,-3.799999999999999,frustration_axis_aer,1.0,0.0,-2.3941413816700425,3.8524575418461146e-33,-0.3823331844557156,0.08818465922498953,nearest_neighbor_antiferromagnetic,scattered,1.0,0.8,0.8,1.4,0.028483072916666668,,none,,6,1.0,-0.027343750000000125,-0.028483072916666668,-0.002232142857142855,-0.003662109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10296487808227539,9.042377319335934,911,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.3056640625
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2673112126208583,0.4233154513816562,3.805859374999999,2.5421793939835298,0.7999999999999989,-3.799999999999999,frustration_axis_aer,1.0,0.0,-2.5363200189835298,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,0.8,0.8,1.4,0.007975260416666663,,none,,6,1.0,0.005859374999999887,-0.007975260416666663,-0.0008370535714285728,0.003662109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.10290312767028809,9.523403167724606,912,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.31982421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2778618872350418,0.3433307810872543,3.3121093750000004,2.3395084398857,0.40000000000000036,-3.4000000000000004,frustration_axis_aer,1.0,0.0,-2.4273990648857,2.0751913956747771e-32,-0.34584194180154,-0.0018070756319222324,nearest_neighbor_antiferromagnetic,scattered,1.0,0.9,0.9,1.4,0.0205078125,,none,,6,1.0,-0.0878906249999999,-0.0205078125,-0.002511160714285716,-0.01953125,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,35.55555555555556,sabre,0.11378622055053711,10.29000961303711,910,1.0,single_session,2048,18,,0,forked_heavy_hex,640,1,208,0.32470703125
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.26978312547278827,0.31662806827528317,3.3723632812500006,2.3840646820468145,0.40000000000000036,-3.4000000000000004,frustration_axis_aer,1.0,0.0,-2.4117014007968143,3.6058921839001366e-33,-0.3184416843467117,-0.05072489176939784,nearest_neighbor_antiferromagnetic,scattered,1.0,0.9,0.9,1.4,0.02734375,,none,,6,1.0,-0.02763671874999986,-0.02734375,-0.00181361607142857,-0.004150390625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.1035761833190918,9.700349493026733,911,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.30810546875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.27656772598970253,0.4233154513816562,3.4073242187500004,2.4895507982725227,0.40000000000000036,-3.4000000000000004,frustration_axis_aer,1.0,0.0,-2.4822265795225227,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,0.9,0.9,1.4,0.007975260416666663,,none,,6,1.0,0.0073242187500000885,-0.007975260416666663,-0.0008370535714285728,0.003662109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.10383915901184082,10.194379949569703,912,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.31982421875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2883140900832859,0.34416783465868284,2.9150390625,2.3431609576384687,4.0,-3.0,frustration_axis_aer,1.0,0.0,-2.4281218951384687,2.0751913956747771e-32,-0.34584194180154,-0.0018070756319222324,nearest_neighbor_antiferromagnetic,scattered,1.0,1.0,1.0,1.4,0.02099609375,,none,,6,1.0,-0.0849609375,-0.02099609375,-0.001674107142857143,-0.018310546875,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.611111111111114,sabre,0.10487699508666992,11.078719139099121,910,1.0,single_session,2048,18,,0,forked_heavy_hex,587,1,190,0.32177734375
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2796774927618622,0.31662806827528317,2.970703125,2.4026944825045735,4.0,-3.0,frustration_axis_aer,1.0,0.0,-2.4319913575045735,3.6058921839001366e-33,-0.3184416843467117,-0.05072489176939784,nearest_neighbor_antiferromagnetic,scattered,1.0,1.0,1.0,1.4,0.02734375,,none,,6,1.0,-0.029296875,-0.02734375,-0.00181361607142857,-0.004150390625,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.10611724853515625,10.424922943115234,911,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.30810546875
generic_forked_heavy_hex,120.0,03920c0302b787f88cf4f79a27adefae28956179ba77490a555a5b0b9e13aee8,0.2865719250956319,0.4233154513816562,3.0087890625,2.4369222025615147,4.0,-3.0,frustration_axis_aer,1.0,0.0,-2.4281331400615147,-2.1097137212122172e-33,-0.42415250495308476,0.13523359865251972,nearest_neighbor_antiferromagnetic,scattered,1.0,1.0,1.0,1.4,0.007975260416666663,,none,,6,1.0,0.0087890625,-0.007975260416666663,-0.0008370535714285728,0.003662109375,invalid_sector_dominated,2,True,frustrated_n6_j2_05_p2_seed314,run_quantum,0.0,,32.72222222222222,sabre,0.10328888893127441,10.945235252380371,912,1.0,single_session,2048,18,,0,forked_heavy_hex,589,1,190,0.31982421875
